taxon,Genus,Species,Phylum,Class,Order,Family,Lineage,rep_gene
22554, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 22554; EU843243.1 gg_id:336486 metagenomics random sampling pyrosequencing rumen fluid fiber adherent microbiome steer 8; 6 week 1 hour after feeding clone 1103200823528, EU843243.1 gg_id:336486 metagenomics random sampling pyrosequencing rumen fluid fiber adherent microbiome steer 8 6 week 1 hour after feeding clone 1103200823528
18424, g__Coprococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__unclassified; 18424; EU778880.1 gg_id:353577 Black-handed Spider Monkey feces clone SPIM_aaj36b05, EU778880.1 gg_id:353577 Black-handed Spider Monkey feces clone SPIM_aaj36b05
43497, g__Solibacillus, s__unclassified, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Solibacillus; s__unclassified; 43497; FJ683349.1 gg_id:524261 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4351 pen 301; was negative STEC O157 clone 8-6G6, FJ683349.1 gg_id:524261 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4351 pen 301 was negative STEC O157 clone 8-6G6
12187, g__Aquabacterium, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Aquabacteriaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Aquabacteriaceae; g__Aquabacterium; s__unclassified; 12187; GQ096856.1 gg_id:379106 Topographical and Temporal Human Skin Microbiome skin gluteal crease clone nbw450c02c1, GQ096856.1 gg_id:379106 Topographical and Temporal Human Skin Microbiome skin gluteal crease clone nbw450c02c1
3089, g__unclassified, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Chromatiaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae; g__unclassified; s__unclassified; 3089; EU035919.2 gg_id:305967 Insight microbial structure Norwegian deep-water Desmacidon sponge deep-sea coral reef off Norway clone KspoA2, EU035919.2 gg_id:305967 Insight microbial structure Norwegian deep-water Desmacidon sponge deep-sea coral reef off Norway clone KspoA2
26751, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 26751; EU766883.1 gg_id:347024 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone C1_511, EU766883.1 gg_id:347024 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone C1_511
27013, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 27013; GQ448532.1 gg_id:510233 Microbiome neonatal calves: shedding microorganisms fecal clone calf784_6wks_grp2_H09, GQ448532.1 gg_id:510233 Microbiome neonatal calves: shedding microorganisms fecal clone calf784_6wks_grp2_H09
71287, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 71287; EF404526.1 gg_id:209535 human fecal clone SJTU_C_11_71, EF404526.1 gg_id:209535 human fecal clone SJTU_C_11_71
24758, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 24758; FJ372377.1 gg_id:358978 feces adult twins and mothers; TS9 clone TS9_a04h07, FJ372377.1 gg_id:358978 feces adult twins and mothers TS9 clone TS9_a04h07
17756, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 17756; EU462046.1 gg_id:292941 black-handed spider monkey feces clone SPIM_aaj33h05, EU462046.1 gg_id:292941 black-handed spider monkey feces clone SPIM_aaj33h05
23035, g__Coprococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__unclassified; 23035; DQ803194.1 gg_id:183984 human fecal clone RL311_aam21h10, DQ803194.1 gg_id:183984 human fecal clone RL311_aam21h10
22246, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 22246; FJ880118.1 gg_id:418903 Diets enriched or wheat temporally and alter fecal rat feces animal fed oat bran diet; day 7 clone R-6562, FJ880118.1 gg_id:418903 Diets enriched or wheat temporally and alter fecal rat feces animal fed oat bran diet day 7 clone R-6562
71094, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 71094; FJ684177.1 gg_id:518480 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4228 pen 301; was negative STEC O157 clone 6-4A1, FJ684177.1 gg_id:518480 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4228 pen 301 was negative STEC O157 clone 6-4A1
14326, g__Nitrosospira, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Nitrosomonadales, f__Nitrosomonadaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__unclassified; 14326; AY856377.1 gg_id:110754 Nitrosospira sp. str. TCH711, AY856377.1 gg_id:110754 Nitrosospira sp. str. TCH711
49992, g__Veillonella, s__Veillonella parvula, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__Veillonella parvula; 49992; GQ006633.1 gg_id:503031 Topographical and Temporal Human Skin Microbiome skin occiput clone nbu85g12c1, GQ006633.1 gg_id:503031 Topographical and Temporal Human Skin Microbiome skin occiput clone nbu85g12c1
18414, g__Dorea, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__unclassified; 18414; EF399958.1 gg_id:215996 human fecal clone SJTU_E_06_56, EF399958.1 gg_id:215996 human fecal clone SJTU_E_06_56
75966, g__Treponema, s__unclassified, p__Spirochaetes, c__Spirochaetes, o__Spirochaetales, f__Spirochaetaceae,k__Bacteria; p__Spirochaetes; c__Spirochaetes; o__Spirochaetales; f__Spirochaetaceae; g__Treponema; s__unclassified; 75966; GQ502611.1 gg_id:582361 Effects Geographic Location on Formosan Subterranean Termite (FST) gut clone Cf7-34, GQ502611.1 gg_id:582361 Effects Geographic Location on Formosan Subterranean Termite (FST) gut clone Cf7-34
18590, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 18590; EU467569.1 gg_id:290468 southern three-banded armadillo feces clone arma_f11, EU467569.1 gg_id:290468 southern three-banded armadillo feces clone arma_f11
17783, g__Roseburia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__unclassified; 17783; AY804148.1 gg_id:109014 Roseburia hominis str. A2-181, AY804148.1 gg_id:109014 Roseburia hominis str. A2-181
21942, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 21942; EF605057.1 gg_id:233530 Salmonella typhimurium Exploits Inflammation Compete Intestinal Microbiota mouse fecal clone 16saw23-1f05.p1k, EF605057.1 gg_id:233530 Salmonella typhimurium Exploits Inflammation Compete Intestinal Microbiota mouse fecal clone 16saw23-1f05.p1k
70173, g__Helcococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiales Family XI. Incertae Sedis,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI. Incertae Sedis; g__Helcococcus; s__unclassified; 70173; FJ959635.1 gg_id:570400 bottlenose dolphin upper respiratory tract blowhole clone D896_235, FJ959635.1 gg_id:570400 bottlenose dolphin upper respiratory tract blowhole clone D896_235
27154, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 27154; EU843786.1 gg_id:343476 metagenomics random sampling pyrosequencing rumen fluid fiber adherent microbiome steer 8; 6 week 1 hour after feeding clone 1103206092234, EU843786.1 gg_id:343476 metagenomics random sampling pyrosequencing rumen fluid fiber adherent microbiome steer 8 6 week 1 hour after feeding clone 1103206092234
72285, g__Lactobacillus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__unclassified; 72285; EU463024.1 gg_id:297096 southern three-banded armadillo feces clone arma_aaj56f06, EU463024.1 gg_id:297096 southern three-banded armadillo feces clone arma_aaj56f06
22630, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 22630; AB525414.1 gg_id:590169 Eubacterium saburreum str. JCM 11021, AB525414.1 gg_id:590169 Eubacterium saburreum str. JCM 11021
47353, g__Staphylococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__unclassified; 47353; GQ044295.1 gg_id:411012 Topographical and Temporal Human Skin Microbiome skin toe web space clone nbw974d11c1, GQ044295.1 gg_id:411012 Topographical and Temporal Human Skin Microbiome skin toe web space clone nbw974d11c1
26549, g__Faecalibacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__unclassified; 26549; EU762845.1 gg_id:304517 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone Ax3_239, EU762845.1 gg_id:304517 Pervasive effects antibiotic on human gut microbiota deep sequencing fecal clone Ax3_239
72905, g__Lactobacillus, s__Lactobacillus acidophilus, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus acidophilus; 72905; EF533992.1 gg_id:224532 Lactobacillus acidophilus str. IDCC 3301, EF533992.1 gg_id:224532 Lactobacillus acidophilus str. IDCC 3301
18952, g__Clostridium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium; s__unclassified; 18952; DQ798501.1 gg_id:181434 human fecal clone RL181_aan97e05, DQ798501.1 gg_id:181434 human fecal clone RL181_aan97e05
4880, g__Enterobacter, s__Enterobacter hormaechei, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__Enterobacter; s__Enterobacter hormaechei; 4880; AY335554.1 gg_id:129942 Enterobacter aerogenes str. CBNU-20-1, AY335554.1 gg_id:129942 Enterobacter aerogenes str. CBNU-20-1
16631, g__Succinivibrio, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Aeromonadales, f__Succinivibrionaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Aeromonadales; f__Succinivibrionaceae; g__Succinivibrio; s__unclassified; 16631; FJ680565.1 gg_id:519066 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4281 pen 301; was positive STEC O157 clone 5-3I14, FJ680565.1 gg_id:519066 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4281 pen 301 was positive STEC O157 clone 5-3I14
19822, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 19822; EU381610.1 gg_id:264313 Rumen eubacterial implicates Bacteroidetes major particulate phylum rumen liquid phase fistulated Holstein heifer clone L3B_B04, EU381610.1 gg_id:264313 Rumen eubacterial implicates Bacteroidetes major particulate phylum rumen liquid phase fistulated Holstein heifer clone L3B_B04
70845, g__sfB, s__unclassified, p__Proteobacteria, c__Alphaproteobacteria, o__unclassified, f__unclassified,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__unclassified; f__unclassified; g__sfB; s__unclassified; 70845; FJ683333.1 gg_id:518552 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4351 pen 301; was negative STEC O157 clone 8-6F8, FJ683333.1 gg_id:518552 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4351 pen 301 was negative STEC O157 clone 8-6F8
54660, g__unclassified, s__unclassified, p__Planctomycetes, c__Phycisphaerae, o__Phycisphaerales, f__Phycisphaeraceae,k__Bacteria; p__Planctomycetes; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__unclassified; s__unclassified; 54660; EU491354.1 gg_id:261113 Abundance and microbial life ocean crust seafloor lavas Hawai'i South Point X3 clone P0X3b5E01, EU491354.1 gg_id:261113 Abundance and microbial life ocean crust seafloor lavas Hawai'i South Point X3 clone P0X3b5E01
34959, g__Corynebacterium, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__unclassified; 34959; GQ026109.1 gg_id:378693 Topographical and Temporal Human Skin Microbiome skin external auditory canal clone nbw837b06c1, GQ026109.1 gg_id:378693 Topographical and Temporal Human Skin Microbiome skin external auditory canal clone nbw837b06c1
44647, g__Streptococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__unclassified; 44647; GQ101509.1 gg_id:465878 Topographical and Temporal Human Skin Microbiome skin umbilicus clone nbw495h11c1, GQ101509.1 gg_id:465878 Topographical and Temporal Human Skin Microbiome skin umbilicus clone nbw495h11c1
70354, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiales Family XI. Incertae Sedis,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiales Family XI. Incertae Sedis; g__unclassified; s__unclassified; 70354; GQ082499.1 gg_id:408773 Topographical and Temporal Human Skin Microbiome skin gluteal crease clone nbw1202e04c1, GQ082499.1 gg_id:408773 Topographical and Temporal Human Skin Microbiome skin gluteal crease clone nbw1202e04c1
69871, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__unclassified; s__unclassified; 69871; EU246326.1 gg_id:247641 Miniprimer new lens viewing world hypersaline microbial mat clone MAT-CR-P6-H10, EU246326.1 gg_id:247641 Miniprimer new lens viewing world hypersaline microbial mat clone MAT-CR-P6-H10
27235, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 27235; EU794307.1 gg_id:346705 bovine microbiota via oligonucleotide fingerprinting genes fecal clone EMP_L25, EU794307.1 gg_id:346705 bovine microbiota via oligonucleotide fingerprinting genes fecal clone EMP_L25
31432, g__Corynebacterium, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__unclassified; 31432; GQ051282.1 gg_id:383060 Topographical and Temporal Human Skin Microbiome skin external auditory canal clone nbu443g06c1, GQ051282.1 gg_id:383060 Topographical and Temporal Human Skin Microbiome skin external auditory canal clone nbu443g06c1
35165, g__Corynebacterium, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__unclassified; 35165; GQ100322.1 gg_id:390018 Topographical and Temporal Human Skin Microbiome skin nare clone nbw480f05c1, GQ100322.1 gg_id:390018 Topographical and Temporal Human Skin Microbiome skin nare clone nbw480f05c1
13961, g__Aquabacterium, s__unclassified, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Aquabacteriaceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Aquabacteriaceae; g__Aquabacterium; s__unclassified; 13961; GQ085412.1 gg_id:415306 Topographical and Temporal Human Skin Microbiome skin elbow clone nbw275d04c1, GQ085412.1 gg_id:415306 Topographical and Temporal Human Skin Microbiome skin elbow clone nbw275d04c1
15323, g__Massilia, s__Massilia timonae, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae; g__Massilia; s__Massilia timonae; 15323; EF682966.1 gg_id:246159 Eastern Mediterranean atmosphere clone F27_2E_FL, EF682966.1 gg_id:246159 Eastern Mediterranean atmosphere clone F27_2E_FL
47038, g__Staphylococcus, s__Staphylococcus epidermidis, p__Firmicutes, c__Bacilli, o__Bacillales, f__Staphylococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus epidermidis; 47038; GQ041602.1 gg_id:450674 Topographical and Temporal Human Skin Microbiome skin glabella clone nbw930b09c1, GQ041602.1 gg_id:450674 Topographical and Temporal Human Skin Microbiome skin glabella clone nbw930b09c1
17676, g__Roseburia, s__Eubacterium rectale, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Eubacterium rectale; 17676; DQ905520.1 gg_id:173210 human fecal clone 014-f31, DQ905520.1 gg_id:173210 human fecal clone 014-f31
43542, g__Enterococcus, s__Enterococcus avium, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__Enterococcus avium; 43542; NR_028748.1 gg_id:586815 Enterococcus avium str. E6844; CIP 103019, NR_028748.1 gg_id:586815 Enterococcus avium str. E6844 CIP 103019
50551, g__unclassified, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Coriobacteriales, f__Coriobacteriaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Coriobacteriales; f__Coriobacteriaceae; g__unclassified; s__unclassified; 50551; FJ363734.1 gg_id:358914 feces adult twins and mothers; TS14 clone TS14_a02f07, FJ363734.1 gg_id:358914 feces adult twins and mothers TS14 clone TS14_a02f07
20895, g__Blautia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__unclassified; 20895; FJ368592.1 gg_id:368630 feces adult twins and mothers; TS49 clone TS49_a02b05, FJ368592.1 gg_id:368630 feces adult twins and mothers TS49 clone TS49_a02b05
18921, g__Roseburia, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__unclassified; 18921; DQ808312.1 gg_id:176297 human fecal clone RL180_aao75b06, DQ808312.1 gg_id:176297 human fecal clone RL180_aao75b06
19446, g__Coprococcus, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__unclassified; 19446; DQ325827.1 gg_id:145051 Metagenomic gut microbiome healthy human stool clone B566, DQ325827.1 gg_id:145051 Metagenomic gut microbiome healthy human stool clone B566
64816, g__Chryseobacterium, s__unclassified, p__Bacteroidetes, c__Flavobacteria, o__Flavobacteriales, f__Flavobacteriaceae,k__Bacteria; p__Bacteroidetes; c__Flavobacteria; o__Flavobacteriales; f__Flavobacteriaceae; g__Chryseobacterium; s__unclassified; 64816; AB193101.1 gg_id:112081 Chryseobacterium shigense str. GUM-Kaji, AB193101.1 gg_id:112081 Chryseobacterium shigense str. GUM-Kaji
67132, g__Prevotella, s__unclassified, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__unclassified; 67132; FJ684855.1 gg_id:524957 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4228 pen 301; was negative STEC O157 clone 6-1E24, FJ684855.1 gg_id:524957 Synecology primary and secondary habitats Escherichia coli O157:H7 fecal MARC beef cattle feedlot animal #4228 pen 301 was negative STEC O157 clone 6-1E24
24487, g__Faecalibacterium, s__Faecalibacterium prausnitzii, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__Faecalibacterium prausnitzii; 24487; DQ805106.1 gg_id:187530 human fecal clone RL249_aaj81c10, DQ805106.1 gg_id:187530 human fecal clone RL249_aaj81c10
2409, g__unclassified, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__unclassified; s__unclassified; 2409; EU491737.1 gg_id:265658 Abundance and microbial life ocean crust seafloor lavas East Pacific Rise clone EPR3968-O8a-Bc70, EU491737.1 gg_id:265658 Abundance and microbial life ocean crust seafloor lavas East Pacific Rise clone EPR3968-O8a-Bc70
25528, g__unclassified, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__unclassified; s__unclassified; 25528; DQ807932.1 gg_id:176619 human fecal clone RL180_aan69d03, DQ807932.1 gg_id:176619 human fecal clone RL180_aan69d03
4189, g__unclassified, s__unclassified, p__Proteobacteria, c__Gammaproteobacteria, o__Enterobacteriales, f__Enterobacteriaceae,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__unclassified; s__unclassified; 4189; EU472797.1 gg_id:295950 red panda feces clone RPSD_1aaa03d01, EU472797.1 gg_id:295950 red panda feces clone RPSD_1aaa03d01
22638, g__Eubacterium, s__unclassified, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Eubacterium; s__unclassified; 22638; FJ363785.1 gg_id:363228 feces adult twins and mothers; TS14 clone TS14_a03c11, FJ363785.1 gg_id:363228 feces adult twins and mothers TS14 clone TS14_a03c11
44565, g__Streptococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__unclassified; 44565; GQ072839.1 gg_id:408605 Topographical and Temporal Human Skin Microbiome skin elbow clone nbw201g11c1, GQ072839.1 gg_id:408605 Topographical and Temporal Human Skin Microbiome skin elbow clone nbw201g11c1
40386, g__Brachybacterium, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermabacteraceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Dermabacteraceae; g__Brachybacterium; s__unclassified; 40386; EU869201.1 gg_id:305590 Brachybacterium paraconglomeratum str. NY-6, EU869201.1 gg_id:305590 Brachybacterium paraconglomeratum str. NY-6
44864, g__Streptococcus, s__unclassified, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__unclassified; 44864; EU458146.1 gg_id:300972 North American black bear feces clone BB2_e03, EU458146.1 gg_id:300972 North American black bear feces clone BB2_e03
36978, g__Corynebacterium, s__unclassified, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Corynebacteriaceae; g__Corynebacterium; s__unclassified; 36978; GQ075140.1 gg_id:395120 Topographical and Temporal Human Skin Microbiome skin inguinal crease clone nbw168f10c1, GQ075140.1 gg_id:395120 Topographical and Temporal Human Skin Microbiome skin inguinal crease clone nbw168f10c1
73506, g__Candidatus Phytoplasma, s__Lethal yellowing phytoplasma, p__Tenericutes, c__Mollicutes, o__Acholeplasmatales, f__Acholeplasmataceae,k__Bacteria; p__Tenericutes; c__Mollicutes; o__Acholeplasmatales; f__Acholeplasmataceae; g__Candidatus Phytoplasma; s__Lethal yellowing phytoplasma; 73506; DQ842527.1 gg_id:172269 Lethal yellowing phytoplasma M4, DQ842527.1 gg_id:172269 Lethal yellowing phytoplasma M4
